epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,7025.02,1.30577,0.83936,0.9483,0.76504,0.50744,0.59969,0.36136,1.29049,0.84768,0.95136,0.0003961,0.0003961,0.0003961
124,7081.15,1.27819,0.81949,0.94458,0.77588,0.50312,0.59675,0.3603,1.28913,0.8499,0.95055,0.00039115,0.00039115,0.00039115
125,7136.92,1.28642,0.82454,0.94308,0.76964,0.50227,0.5998,0.36255,1.29279,0.84475,0.95034,0.0003862,0.0003862,0.0003862
126,7192.61,1.30052,0.83924,0.94879,0.74443,0.51974,0.60133,0.36096,1.29641,0.84048,0.95102,0.00038125,0.00038125,0.00038125
127,7248.74,1.29693,0.82878,0.94342,0.76247,0.51057,0.5984,0.36148,1.29737,0.8409,0.95215,0.0003763,0.0003763,0.0003763
128,7304.81,1.28739,0.82817,0.94856,0.76877,0.50817,0.59797,0.3639,1.2883,0.83928,0.9498,0.00037135,0.00037135,0.00037135
129,7359.97,1.28945,0.82938,0.94779,0.75439,0.51681,0.5977,0.36241,1.28859,0.83831,0.94958,0.0003664,0.0003664,0.0003664
130,7415.41,1.29116,0.83584,0.94129,0.77703,0.50937,0.59995,0.36269,1.29489,0.84785,0.95065,0.00036145,0.00036145,0.00036145
131,7469.44,1.27362,0.82371,0.94006,0.77595,0.50819,0.60027,0.36161,1.2886,0.84973,0.95121,0.0003565,0.0003565,0.0003565
132,7524.47,1.2845,0.82238,0.94092,0.7677,0.50556,0.59821,0.36206,1.28438,0.84217,0.94944,0.00035155,0.00035155,0.00035155
133,7579.72,1.27071,0.81376,0.94166,0.76775,0.50913,0.599,0.36347,1.28061,0.8384,0.94926,0.0003466,0.0003466,0.0003466
134,7634.84,1.27581,0.82415,0.93989,0.75911,0.51345,0.59981,0.36279,1.29751,0.84613,0.95084,0.00034165,0.00034165,0.00034165
135,7690.06,1.28941,0.82893,0.94473,0.75743,0.51129,0.60154,0.36238,1.29199,0.84441,0.94983,0.0003367,0.0003367,0.0003367
136,7746.45,1.28175,0.82322,0.94548,0.76177,0.50683,0.60002,0.36357,1.28829,0.84096,0.95025,0.00033175,0.00033175,0.00033175
137,7801.78,1.27722,0.81552,0.94148,0.76751,0.50961,0.60116,0.3637,1.28406,0.83477,0.95013,0.0003268,0.0003268,0.0003268
138,7857.77,1.28563,0.81635,0.94206,0.7615,0.50915,0.59938,0.36238,1.28315,0.83693,0.94889,0.00032185,0.00032185,0.00032185
139,7913.41,1.27882,0.81886,0.9382,0.77013,0.50744,0.5976,0.36238,1.28575,0.83533,0.94921,0.0003169,0.0003169,0.0003169
140,7969.53,1.2656,0.81868,0.93814,0.78316,0.50768,0.59876,0.36173,1.28375,0.82863,0.94894,0.00031195,0.00031195,0.00031195
