epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
162,2616.4,0.75201,0.46964,0.94343,0.95245,0.85831,0.92401,0.73256,0.84324,0.47742,1.00277,0.000601525,0.000601525,0.000601525
163,2632,0.74643,0.45895,0.94463,0.95606,0.85455,0.92692,0.73457,0.8446,0.46047,1.00049,0.00059905,0.00059905,0.00059905
164,2647.75,0.73281,0.46177,0.94101,0.95263,0.86082,0.92773,0.73581,0.83148,0.46486,0.99784,0.000596575,0.000596575,0.000596575
165,2663.5,0.74664,0.4627,0.9435,0.95762,0.85003,0.92536,0.72864,0.83597,0.47174,1.00749,0.0005941,0.0005941,0.0005941
166,2679.19,0.73847,0.45866,0.94928,0.95105,0.85643,0.92515,0.73128,0.84801,0.47846,1.00565,0.000591625,0.000591625,0.000591625
167,2694.87,0.73297,0.45095,0.94313,0.95131,0.85831,0.92625,0.73317,0.83876,0.47539,1.00447,0.00058915,0.00058915,0.00058915
168,2710.47,0.74251,0.46406,0.93909,0.95606,0.85956,0.92615,0.72913,0.83008,0.4704,1.00285,0.000586675,0.000586675,0.000586675
169,2726,0.74072,0.46402,0.94259,0.93827,0.86834,0.92724,0.73068,0.84839,0.47166,1.0055,0.0005842,0.0005842,0.0005842
170,2741.85,0.73269,0.44893,0.93946,0.95257,0.85614,0.92613,0.73167,0.84771,0.47155,1.00536,0.000581725,0.000581725,0.000581725
171,2758.35,0.73885,0.46111,0.94103,0.94515,0.86422,0.92655,0.7353,0.84257,0.47017,1.00363,0.00057925,0.00057925,0.00057925
172,2774.49,0.73372,0.45505,0.94503,0.95428,0.86361,0.92957,0.73578,0.83173,0.46696,1.00012,0.000576775,0.000576775,0.000576775
